CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15252,28,2,? 740.78,3,2,3,323,Potential Loyalist
15253,8,5,? 918.20,4,4,3,443,Champions
15254,119,1,? 300.36,2,1,1,211,Others
15255,58,1,? 890.85,2,1,3,213,Others
15256,140,1,? 98.45,1,1,1,111,Lost Customers
15257,275,1,? 317.15,1,1,2,112,Lost Customers
15258,160,2,? 623.16,1,2,2,122,Others
15260,92,7,"? 1,810.77",2,4,4,244,Loyal Customers
15261,127,1,? 254.82,2,1,1,211,Others
15262,315,1,? 178.95,1,1,1,111,Lost Customers
15263,98,1,? 156.51,2,1,1,211,Others
15264,56,1,? 393.74,2,1,2,212,Others
15265,143,2,"? 1,506.12",1,2,3,123,Others
15266,330,1,? 119.30,1,1,1,111,Lost Customers
15267,14,5,"? 1,717.36",3,4,4,344,Loyal Customers
15269,15,1,? 408.80,3,1,2,312,Potential Loyalist
15270,7,7,"? 2,379.49",4,4,4,444,Champions
15271,-1,15,"? 2,507.07",4,4,4,444,Champions
15272,49,2,? 721.94,2,2,3,223,Others
15274,-4,2,? 716.57,4,2,3,423,Potential Loyalist
15275,29,1,? 615.14,3,1,2,312,Potential Loyalist
15276,58,1,? 135.31,2,1,1,211,Others
15277,38,1,? 255.90,3,1,1,311,Potential Loyalist
15279,346,1,? 290.51,1,1,1,111,Lost Customers
15280,164,1,? 113.12,1,1,1,111,Lost Customers
15281,50,9,"? 2,332.15",2,4,4,244,Loyal Customers
15286,41,1,? 240.55,3,1,1,311,Potential Loyalist
15287,14,2,? 486.69,3,2,2,322,Potential Loyalist
15288,35,5,"? 2,306.52",3,4,4,344,Loyal Customers
15289,21,3,? 939.78,3,3,3,333,Loyal Customers
15290,-4,18,"? 7,943.22",4,4,4,444,Champions
15291,17,15,"? 4,668.30",3,4,4,344,Loyal Customers
15292,193,1,? 180.94,1,1,1,111,Lost Customers
15296,42,6,"? 3,672.86",3,4,4,344,Loyal Customers
15297,2,3,? 641.94,4,3,2,432,Others
15298,-6,12,"? 4,799.90",4,4,4,444,Champions
15299,59,7,"? 4,507.01",2,4,4,244,Loyal Customers
15300,56,1,? 496.44,2,1,2,212,Others
15301,42,12,"? 5,070.35",3,4,4,344,Loyal Customers
15303,282,1,? 574.02,1,1,2,112,Lost Customers
15304,52,8,? 694.40,2,4,3,243,Loyal Customers
15306,56,3,"? 1,174.35",2,3,3,233,Loyal Customers
15307,87,1,? 205.30,2,1,1,211,Others
15308,266,1,? 310.47,1,1,2,112,Lost Customers
15311,-8,91,"? 60,767.90",4,4,4,444,Champions
15312,67,4,? 924.85,2,3,3,233,Loyal Customers
15313,102,1,? 52.00,2,1,1,211,Others
15314,191,1,? 327.97,1,1,2,112,Lost Customers
15315,56,2,? 570.50,2,2,2,222,Others
15316,318,1,? 165.00,1,1,1,111,Lost Customers
15318,-5,1,? 312.62,4,1,2,412,Potential Loyalist
15319,275,1,? 204.50,1,1,1,111,Lost Customers
15320,36,1,? 267.13,3,1,1,311,Potential Loyalist
15321,62,3,"? 2,748.31",2,3,4,234,Loyal Customers
15322,77,1,? 679.68,2,1,3,213,Others
15325,95,1,? 162.29,2,1,1,211,Others
15326,325,1,? 311.71,1,1,2,112,Lost Customers
15327,44,1,? 208.75,2,1,1,211,Others
15329,31,3,"? 1,049.70",3,3,3,333,Loyal Customers
15330,24,2,? 714.96,3,2,3,323,Potential Loyalist
15332,358,4,"? 1,661.06",1,3,3,133,Loyal Customers
15333,200,1,"? 1,028.56",1,1,3,113,Lost Customers
15334,148,3,? 351.67,1,3,2,132,Others
15335,45,1,? 173.97,2,1,1,211,Others
15339,58,2,? 574.07,2,2,2,222,Others
15341,72,1,"? 2,020.52",2,1,4,214,Others
15342,121,1,? 406.09,2,1,2,212,Others
15343,79,1,? 364.50,2,1,2,212,Others
15344,-8,3,? 563.94,4,3,2,432,Others
15345,37,1,? 393.54,3,1,2,312,Potential Loyalist
15346,324,1,? 252.42,1,1,1,111,Lost Customers
15347,358,1,? 201.60,1,1,1,111,Lost Customers
15348,64,1,? 158.04,2,1,1,211,Others
15349,150,2,? 473.81,1,2,2,122,Others
15350,365,1,? 115.65,1,1,1,111,Lost Customers
15351,4,7,"? 1,960.11",4,4,4,444,Champions
15353,246,2,? 777.02,1,2,3,123,Others
15355,21,2,? 277.05,3,2,1,321,Potential Loyalist
15356,23,10,"? 2,766.50",3,4,4,344,Loyal Customers
15358,-4,22,"? 8,347.20",4,4,4,444,Champions
15360,31,1,? 427.93,3,1,2,312,Potential Loyalist
15361,353,1,? 418.92,1,1,2,112,Lost Customers
15363,364,1,? 326.00,1,1,2,112,Lost Customers
15364,87,2,? 913.19,2,2,3,223,Others
15365,17,7,"? 2,314.32",3,4,4,344,Loyal Customers
15366,67,2,? 602.51,2,2,2,222,Others
15367,49,4,"? 1,877.59",2,3,4,234,Loyal Customers
15368,13,1,? 446.94,3,1,2,312,Potential Loyalist
15370,32,7,"? 2,386.05",3,4,4,344,Loyal Customers
15372,129,1,"? 2,007.40",2,1,4,214,Others
15373,0,12,"? 2,415.91",4,4,4,444,Champions
15374,120,1,? 168.00,2,1,1,211,Others
15376,32,3,"? 1,233.36",3,3,3,333,Loyal Customers
15379,161,7,"? 3,703.29",1,4,4,144,Loyal Customers
15380,0,5,"? 1,690.26",4,4,4,444,Champions
15381,205,2,? 596.85,1,2,2,122,Others
15382,6,6,"? 5,955.71",4,4,4,444,Champions
15384,161,2,? 642.41,1,2,2,122,Others
15385,32,1,? 316.88,3,1,2,312,Potential Loyalist
15386,178,1,? 394.14,1,1,2,112,Lost Customers
15388,262,1,? 140.54,1,1,1,111,Lost Customers
15389,164,1,? 500.00,1,1,2,112,Lost Customers
15392,-4,4,"? 1,535.53",4,3,3,433,Loyal Customers
15393,8,2,? 231.86,4,2,1,421,Potential Loyalist
15394,1,4,"? 2,183.54",4,3,4,434,Loyal Customers
15395,317,1,? 107.45,1,1,1,111,Lost Customers
15396,104,1,? 288.18,2,1,1,211,Others
15397,281,1,? 94.00,1,1,1,111,Lost Customers
15398,8,2,"? 1,345.53",4,2,3,423,Potential Loyalist
15399,-7,3,? 815.77,4,3,3,433,Loyal Customers
15400,84,5,? 716.20,2,4,3,243,Loyal Customers
15402,140,2,? 626.77,1,2,2,122,Others
15405,181,1,? 349.10,1,1,2,112,Lost Customers
15406,23,2,? 510.71,3,2,2,322,Potential Loyalist
15407,25,4,"? 1,056.44",3,3,3,333,Loyal Customers
15408,256,1,? 267.18,1,1,1,111,Lost Customers
15410,76,8,"? 3,450.84",2,4,4,244,Loyal Customers
15411,18,4,"? 1,358.88",3,3,3,333,Loyal Customers
15412,163,1,? 190.53,1,1,1,111,Lost Customers
15414,1,3,? 774.90,4,3,3,433,Loyal Customers
15415,305,1,? 572.81,1,1,2,112,Lost Customers
15416,56,4,"? 3,984.32",2,3,4,234,Loyal Customers
15417,77,1,? 508.80,2,1,2,212,Others
15419,16,1,? 135.86,3,1,1,311,Potential Loyalist
15421,50,4,? 950.36,2,3,3,233,Loyal Customers
15422,315,2,? 97.70,1,2,1,121,Others
15423,30,1,? 43.50,3,1,1,311,Potential Loyalist
15424,246,2,? 383.34,1,2,2,122,Others
15426,11,5,"? 1,447.39",3,4,3,343,Loyal Customers
15427,25,3,"? 1,483.14",3,3,3,333,Loyal Customers
15428,7,1,? 93.78,4,1,1,411,Potential Loyalist
15429,18,2,? 397.35,3,2,2,322,Potential Loyalist
15432,15,1,? 171.19,3,1,1,311,Potential Loyalist
15433,205,2,? 533.30,1,2,2,122,Others
15434,0,5,"? 1,041.48",4,4,3,443,Champions
15435,14,1,? 149.29,3,1,1,311,Potential Loyalist
15436,4,3,"? 1,122.53",4,3,3,433,Loyal Customers
15437,254,1,? 200.16,1,1,1,111,Lost Customers
15438,123,1,? 156.58,2,1,1,211,Others
15440,46,3,? 383.68,2,3,2,232,Others
15442,240,1,? 594.00,1,1,2,112,Lost Customers
15443,-7,7,"? 3,236.91",4,4,4,444,Champions
15444,1,2,"? 1,418.26",4,2,3,423,Potential Loyalist
15445,256,1,? 113.50,1,1,1,111,Lost Customers
15447,322,1,? 155.17,1,1,1,111,Lost Customers
15448,304,1,? 494.64,1,1,2,112,Lost Customers
15449,18,3,? 974.52,3,3,3,333,Loyal Customers
15450,22,1,? 429.84,3,1,2,312,Potential Loyalist
15452,21,3,? 538.73,3,3,2,332,Others
15453,-7,7,"? 1,388.37",4,4,3,443,Champions
15454,354,1,? 179.10,1,1,1,111,Lost Customers
15456,275,3,? 447.22,1,3,2,132,Others
15457,254,1,? 237.07,1,1,1,111,Lost Customers
15458,17,1,? 161.64,3,1,1,311,Potential Loyalist
15460,346,1,? 216.76,1,1,1,111,Lost Customers
15462,86,3,? 234.60,2,3,1,231,Others
15463,21,1,? 126.14,3,1,1,311,Potential Loyalist
15464,330,1,"? 1,048.85",1,1,3,113,Lost Customers
15465,11,18,"? 7,354.62",3,4,4,344,Loyal Customers
15466,77,1,? 334.53,2,1,2,212,Others
15467,1,3,? 524.88,4,3,2,432,Others
15468,43,2,? 467.51,2,2,2,222,Others
15469,42,2,? 538.55,3,2,2,322,Potential Loyalist
15471,-6,1,? 469.48,4,1,2,412,Potential Loyalist
15472,105,1,? 371.56,2,1,2,212,Others
15473,6,7,"? 1,771.20",4,4,4,444,Champions
15475,69,1,? 454.11,2,1,2,212,Others
15478,32,2,"? 1,441.42",3,2,3,323,Potential Loyalist
15480,108,1,? 905.50,2,1,3,213,Others
15482,7,12,"? 11,054.96",4,4,4,444,Champions
15483,153,4,? 233.81,1,3,1,131,Others
15484,-7,4,"? 3,594.31",4,3,4,434,Loyal Customers
15485,22,3,"? 2,575.00",3,3,4,334,Loyal Customers
15488,84,1,? 91.32,2,1,1,211,Others
15489,14,3,"? 1,134.28",3,3,3,333,Loyal Customers
15491,87,6,"? 3,100.09",2,4,4,244,Loyal Customers
15492,20,2,? 659.46,3,2,2,322,Potential Loyalist
15493,24,5,"? 2,001.80",3,4,4,344,Loyal Customers
15494,13,2,"? 1,299.23",3,2,3,323,Potential Loyalist
15497,9,2,"? 1,262.20",4,2,3,423,Potential Loyalist
15498,-6,27,"? 13,316.40",4,4,4,444,Champions
15500,0,4,"? 1,131.56",4,3,3,433,Loyal Customers
15502,7,12,"? 10,384.93",4,4,4,444,Champions
15503,354,1,? 147.09,1,1,1,111,Lost Customers
15504,73,1,? 52.83,2,1,1,211,Others
15505,44,5,"? 3,610.96",2,4,4,244,Loyal Customers
15506,14,3,? 979.26,3,3,3,333,Loyal Customers
15507,163,1,? 492.36,1,1,2,112,Lost Customers
15508,181,6,"? 1,000.27",1,4,3,143,Loyal Customers
15510,322,1,? 250.00,1,1,1,111,Lost Customers
15511,3,5,? 909.23,4,4,3,443,Champions
15512,147,2,? 121.00,1,2,1,121,Others
15513,25,19,"? 14,758.22",3,4,4,344,Loyal Customers
15514,4,11,"? 4,139.46",4,4,4,444,Champions
15516,36,3,? 62.43,3,3,1,331,Others
15517,225,1,? 267.03,1,1,1,111,Lost Customers
15518,56,8,"? 1,942.45",2,4,4,244,Loyal Customers
15520,-7,1,? 343.50,4,1,2,412,Potential Loyalist
15521,32,8,"? 3,000.20",3,4,4,344,Loyal Customers
15522,24,2,? 398.84,3,2,2,322,Potential Loyalist
15523,76,1,? 412.01,2,1,2,212,Others
15524,16,1,? 440.00,3,1,2,312,Potential Loyalist
15525,-6,3,? 825.92,4,3,3,433,Loyal Customers
15526,25,2,? 148.44,3,2,1,321,Potential Loyalist
15527,10,8,"? 2,429.78",3,4,4,344,Loyal Customers
15528,246,1,? 229.33,1,1,1,111,Lost Customers
15529,14,11,"? 3,995.23",3,4,4,344,Loyal Customers
15530,13,4,"? 1,502.35",3,3,3,333,Loyal Customers
15531,0,2,"? 2,007.44",4,2,4,424,Potential Loyalist
15532,17,4,"? 1,580.93",3,3,3,333,Loyal Customers
15533,11,3,? 807.57,3,3,3,333,Loyal Customers
15535,165,4,? 536.40,1,3,2,132,Others
15537,155,1,? 110.92,1,1,1,111,Lost Customers
15539,-1,1,? 538.46,4,1,2,412,Potential Loyalist
15540,3,1,? 213.30,4,1,1,411,Potential Loyalist
15541,106,1,? 85.13,2,1,1,211,Others
15543,280,1,? 127.86,1,1,1,111,Lost Customers
15544,1,9,"? 3,546.71",4,4,4,444,Champions
15545,46,2,? 292.72,2,2,1,221,Others
15547,-1,14,"? 4,954.84",4,4,4,444,Champions
15549,69,3,"? 1,693.26",2,3,4,234,Loyal Customers
15550,-4,4,? 575.63,4,3,2,432,Others
15551,28,1,? 436.06,3,1,2,312,Potential Loyalist
15552,209,1,? 90.12,1,1,1,111,Lost Customers
15553,52,1,? 437.23,2,1,2,212,Others
15554,269,1,? 217.20,1,1,1,111,Lost Customers
15555,4,16,"? 4,805.17",4,4,4,444,Champions
15556,16,1,? 279.77,3,1,1,311,Potential Loyalist
15557,20,1,? 473.65,3,1,2,312,Potential Loyalist
15561,3,4,? 800.59,4,3,3,433,Loyal Customers
15562,343,1,? 134.55,1,1,1,111,Lost Customers
15563,14,4,"? 1,400.44",3,3,3,333,Loyal Customers
15565,42,2,? 173.16,3,2,1,321,Potential Loyalist
15567,10,1,? 186.01,3,1,1,311,Potential Loyalist
15568,-6,3,? 758.29,4,3,3,433,Loyal Customers
15569,95,5,"? 1,375.71",2,4,3,243,Loyal Customers
15570,-1,12,"? 4,165.52",4,4,4,444,Champions
15571,3,4,? 650.43,4,3,2,432,Others
15572,-4,7,"? 2,552.86",4,4,4,444,Champions
15573,23,2,? 607.45,3,2,2,322,Potential Loyalist
15574,169,4,? 702.25,1,3,3,133,Loyal Customers
15576,29,1,? 940.67,3,1,3,313,Potential Loyalist
15577,143,3,? 258.88,1,3,1,131,Others
15578,154,1,? 127.10,1,1,1,111,Lost Customers
15579,60,2,? 348.60,2,2,2,222,Others
15581,112,13,"? 3,679.97",2,4,4,244,Loyal Customers
15582,16,3,? 682.91,3,3,3,333,Loyal Customers
15584,15,4,? 725.11,3,3,3,333,Loyal Customers
15585,168,1,? 455.30,1,1,2,112,Lost Customers
15587,42,4,? 913.68,3,3,3,333,Loyal Customers
15589,247,3,? 478.53,1,3,2,132,Others
15592,38,1,? 388.58,3,1,2,312,Potential Loyalist
15593,62,1,? 199.80,2,1,1,211,Others
15594,7,5,"? 1,771.78",4,4,4,444,Champions
15596,92,5,"? 1,406.59",2,4,3,243,Loyal Customers
15597,27,1,? 324.57,3,1,2,312,Potential Loyalist
15598,45,1,? 240.68,2,1,1,211,Others
15599,18,2,? 761.74,3,2,3,323,Potential Loyalist
15601,3,14,"? 6,776.56",4,4,4,444,Champions
15602,0,9,"? 1,297.87",4,4,3,443,Champions
15603,70,1,? 48.48,2,1,1,211,Others
15604,44,1,? 216.39,2,1,1,211,Others
15605,28,5,"? 1,198.23",3,4,3,343,Loyal Customers
15606,53,9,"? 2,920.16",2,4,4,244,Loyal Customers
15607,328,1,? 104.76,1,1,1,111,Lost Customers
15608,20,4,"? 1,093.68",3,3,3,333,Loyal Customers
15609,176,1,? 298.48,1,1,1,111,Lost Customers
15610,43,1,? 112.46,2,1,1,211,Others
15611,1,13,"? 1,591.45",4,4,3,443,Champions
15612,28,2,? 195.15,3,2,1,321,Potential Loyalist
15615,2,23,"? 10,399.74",4,4,4,444,Champions
15618,24,4,? 776.85,3,3,3,333,Loyal Customers
15619,2,1,? 336.40,4,1,2,412,Potential Loyalist
15620,48,3,"? 1,553.18",2,3,3,233,Loyal Customers
15621,-4,4,"? 1,293.03",4,3,3,433,Loyal Customers
15622,35,9,"? 3,709.56",3,4,4,344,Loyal Customers
15623,133,1,? 301.03,2,1,1,211,Others
15624,108,4,? 588.13,2,3,2,232,Others
15625,95,4,"? 1,534.26",2,3,3,233,Loyal Customers
15626,66,2,? 675.80,2,2,3,223,Others
15628,-4,9,"? 2,870.24",4,4,4,444,Champions
15630,37,2,"? 1,186.35",3,2,3,323,Potential Loyalist
15632,7,8,"? 3,285.31",4,4,4,444,Champions
15634,9,1,? 243.55,4,1,1,411,Potential Loyalist
15636,81,2,? 724.76,2,2,3,223,Others
15637,44,1,? 223.36,2,1,1,211,Others
15639,126,1,? 425.32,2,1,2,212,Others
15640,-4,15,"? 12,515.66",4,4,4,444,Champions
15641,97,4,"? 1,887.20",2,3,4,234,Loyal Customers
15643,183,3,? 664.00,1,3,2,132,Others
15644,158,4,? 813.00,1,3,3,133,Loyal Customers
15645,10,1,? 612.01,3,1,2,312,Potential Loyalist
15646,149,3,? 447.64,1,3,2,132,Others
15648,196,2,? 657.35,1,2,2,122,Others
15649,328,2,? 816.00,1,2,3,123,Others
15651,28,3,? 646.30,3,3,2,332,Others
15652,83,1,? 337.74,2,1,2,212,Others
15653,84,2,? 877.44,2,2,3,223,Others
15654,1,2,? 922.53,4,2,3,423,Potential Loyalist
15655,235,1,? 560.67,1,1,2,112,Lost Customers
15656,37,4,? 748.50,3,3,3,333,Loyal Customers
15657,14,1,? 30.00,3,1,1,311,Potential Loyalist
15658,182,5,"? 1,024.10",1,4,3,143,Loyal Customers
15659,35,1,? 306.45,3,1,1,311,Potential Loyalist
15660,17,9,"? 1,600.86",3,4,3,343,Loyal Customers
15661,309,2,? 309.80,1,2,2,122,Others
15663,98,1,? 138.14,2,1,1,211,Others
15664,42,1,? 386.43,3,1,2,312,Potential Loyalist
15665,160,2,"? 2,242.01",1,2,4,124,Others
15667,31,1,? 301.32,3,1,1,311,Potential Loyalist
15668,209,1,? 76.32,1,1,1,111,Lost Customers
15669,32,4,? 684.34,3,3,3,333,Loyal Customers
15670,288,1,? 173.05,1,1,1,111,Lost Customers
15671,10,7,"? 2,657.13",3,4,4,344,Loyal Customers
15673,80,4,"? 2,881.02",2,3,4,234,Loyal Customers
15674,65,5,"? 2,446.60",2,4,4,244,Loyal Customers
15675,73,3,? 323.69,2,3,2,232,Others
15676,10,3,"? 3,435.76",3,3,4,334,Loyal Customers
15677,41,1,? 657.23,3,1,2,312,Potential Loyalist
15678,44,1,? 352.70,2,1,2,212,Others
15679,16,4,? 781.28,3,3,3,333,Loyal Customers
15680,1,3,"? 1,333.68",4,3,3,433,Loyal Customers
15681,17,5,"? 1,426.16",3,4,3,343,Loyal Customers
15683,109,1,? 193.75,2,1,1,211,Others
15687,0,9,"? 2,993.10",4,4,4,444,Champions
15689,111,2,? 254.10,2,2,1,221,Others
15690,-4,2,? 239.76,4,2,1,421,Potential Loyalist
15691,244,1,? 136.80,1,1,1,111,Lost Customers
15692,20,1,? 191.04,3,1,1,311,Potential Loyalist
15694,-8,14,"? 6,479.40",4,4,4,444,Champions
15695,258,2,? 409.98,1,2,2,122,Others
15696,25,8,"? 2,736.46",3,4,4,344,Loyal Customers
15699,9,1,? 309.65,4,1,2,412,Potential Loyalist
15700,164,2,? 696.68,1,2,3,123,Others
15701,-6,4,"? 1,542.14",4,3,3,433,Loyal Customers
15703,256,1,? 211.50,1,1,1,111,Lost Customers
15704,132,4,"? 2,293.62",2,3,4,234,Loyal Customers
15705,193,1,? 143.10,1,1,1,111,Lost Customers
15706,55,4,"? 1,060.56",2,3,3,233,Loyal Customers
15707,27,4,? 945.58,3,3,3,333,Loyal Customers
15708,32,7,"? 3,364.24",3,4,4,344,Loyal Customers
15709,275,1,? 133.25,1,1,1,111,Lost Customers
15712,1,5,"? 1,072.36",4,4,3,443,Champions
15713,135,2,? 356.70,1,2,2,122,Others
15714,3,2,? 330.88,4,2,2,422,Potential Loyalist
15716,137,4,"? 1,118.81",1,3,3,133,Loyal Customers
15717,226,1,? 150.30,1,1,1,111,Lost Customers
15719,24,13,"? 5,045.61",3,4,4,344,Loyal Customers
15720,16,1,? 598.73,3,1,2,312,Potential Loyalist
15721,3,1,? 507.08,4,1,2,412,Potential Loyalist
15722,27,5,"? 2,222.56",3,4,4,344,Loyal Customers
15723,356,1,? 203.10,1,1,1,111,Lost Customers
15724,193,2,? 218.25,1,2,1,121,Others
15725,7,1,? 415.25,4,1,2,412,Potential Loyalist
15727,8,7,"? 5,178.96",4,4,4,444,Champions
15729,204,1,? 85.00,1,1,1,111,Lost Customers
15730,57,3,"? 1,120.88",2,3,3,233,Loyal Customers
15732,204,2,? 294.12,1,2,1,121,Others
15733,274,1,? 162.30,1,1,1,111,Lost Customers
15734,106,2,"? 1,339.45",2,2,3,223,Others
15737,6,8,"? 1,205.12",4,4,3,443,Champions
15738,10,16,"? 4,812.42",3,4,4,344,Loyal Customers
15739,58,1,? 449.12,2,1,2,212,Others
15740,41,1,? 154.88,3,1,1,311,Potential Loyalist
15743,8,4,? 784.46,4,3,3,433,Loyal Customers
15744,69,1,? 34.80,2,1,1,211,Others
15745,11,4,"? 1,094.59",3,3,3,333,Loyal Customers
15746,126,1,? 196.88,2,1,1,211,Others
15747,4,3,? 974.04,4,3,3,433,Loyal Customers
15748,32,1,? 149.31,3,1,1,311,Potential Loyalist
15749,227,3,"? 44,534.30",1,3,4,134,Loyal Customers
15750,-6,8,"? 2,465.48",4,4,4,444,Champions
15752,31,7,"? 2,637.38",3,4,4,344,Loyal Customers
15753,296,1,? 79.20,1,1,1,111,Lost Customers
15754,43,3,? 458.57,2,3,2,232,Others
15755,2,6,"? 2,364.25",4,4,4,444,Champions
15756,53,4,? 532.96,2,3,2,232,Others
15757,57,2,? 714.42,2,2,3,223,Others
15758,16,1,? 205.25,3,1,1,311,Potential Loyalist
15759,210,3,? 253.04,1,3,1,131,Others
15762,57,2,? 583.75,2,2,2,222,Others
15763,23,2,"? 1,086.92",3,2,3,323,Potential Loyalist
15764,80,6,"? 3,279.97",2,4,4,244,Loyal Customers
15766,56,1,? 315.06,2,1,2,212,Others
15768,107,3,? 621.83,2,3,2,232,Others
15769,-1,26,"? 56,252.72",4,4,4,444,Champions
15773,-3,1,? 635.68,4,1,2,412,Potential Loyalist
15774,60,1,? 270.80,2,1,1,211,Others
15775,237,1,? 104.90,1,1,1,111,Lost Customers
15776,125,1,? 241.62,2,1,1,211,Others
15777,233,4,"? 1,047.11",1,3,3,133,Loyal Customers
15780,175,3,? 475.28,1,3,2,132,Others
15781,17,3,? 345.46,3,3,2,332,Others
15782,1,3,"? 2,614.74",4,3,4,434,Loyal Customers
15783,2,1,? 246.30,4,1,1,411,Potential Loyalist
15785,24,5,"? 2,328.97",3,4,4,344,Loyal Customers
15786,38,3,"? 4,932.20",3,3,4,334,Loyal Customers
15787,18,3,? 948.05,3,3,3,333,Loyal Customers
15789,350,1,? 351.30,1,1,2,112,Lost Customers
15790,2,1,? 220.85,4,1,1,411,Potential Loyalist
15791,35,2,"? 1,612.69",3,2,3,323,Potential Loyalist
15793,6,3,? 965.61,4,3,3,433,Loyal Customers
15795,141,1,? 610.01,1,1,2,112,Lost Customers
15796,-7,8,"? 2,711.56",4,4,4,444,Champions
15797,105,4,"? 2,207.40",2,3,4,234,Loyal Customers
15799,67,3,? 884.14,2,3,3,233,Loyal Customers
15800,99,2,? 699.08,2,2,3,223,Others
15801,38,3,"? 1,063.95",3,3,3,333,Loyal Customers
15802,134,1,? 451.42,1,1,2,112,Lost Customers
15803,43,1,? 415.82,2,1,2,212,Others
15804,-8,13,"? 4,206.39",4,4,4,444,Champions
15805,15,17,"? 5,528.48",3,4,4,344,Loyal Customers
15806,38,3,? 784.58,3,3,3,333,Loyal Customers
15807,42,3,? 903.90,3,3,3,333,Loyal Customers
15808,298,4,"? 3,734.97",1,3,4,134,Loyal Customers
15809,28,5,? 515.77,3,4,2,342,Others
15810,70,4,"? 1,391.98",2,3,3,233,Loyal Customers
15811,14,6,"? 2,218.62",3,4,4,344,Loyal Customers
15812,99,5,"? 1,801.14",2,4,4,244,Loyal Customers
15813,199,2,"? 1,303.91",1,2,3,123,Others
15814,8,4,"? 1,945.33",4,3,4,434,Loyal Customers
15815,55,5,"? 2,100.60",2,4,4,244,Loyal Customers
15819,41,4,"? 1,905.45",3,3,4,334,Loyal Customers
15820,311,1,? 206.98,1,1,1,111,Lost Customers
15821,36,2,? 570.96,3,2,2,322,Potential Loyalist
15822,-5,2,? 885.47,4,2,3,423,Potential Loyalist
15823,364,1,? 15.00,1,1,1,111,Lost Customers
15825,164,1,? 532.94,1,1,2,112,Lost Customers
15826,48,3,"? 1,654.31",2,3,3,233,Loyal Customers
15827,65,14,"? 1,836.09",2,4,4,244,Loyal Customers
15829,91,2,? 636.14,2,2,2,222,Others
15830,29,1,? 576.00,3,1,2,312,Potential Loyalist
15831,50,3,? 801.76,2,3,3,233,Loyal Customers
15832,246,1,? 836.79,1,1,3,113,Lost Customers
15834,62,4,"? 2,233.75",2,3,4,234,Loyal Customers
15835,36,4,? 954.09,3,3,3,333,Loyal Customers
15836,42,1,? 137.37,3,1,1,311,Potential Loyalist
15837,56,1,? 391.98,2,1,2,212,Others
15838,3,19,"? 33,643.08",4,4,4,444,Champions
15839,25,3,"? 1,048.49",3,3,3,333,Loyal Customers
15840,50,2,? 355.56,2,2,2,222,Others
15841,64,4,"? 1,224.06",2,3,3,233,Loyal Customers
15843,295,1,? 118.95,1,1,1,111,Lost Customers
15844,38,1,? 130.74,3,1,1,311,Potential Loyalist
15845,9,8,"? 3,711.77",4,4,4,444,Champions
15847,30,2,? 389.27,3,2,2,322,Potential Loyalist
15850,11,2,? 238.85,3,2,1,321,Potential Loyalist
15852,178,2,? 160.71,1,2,1,121,Others
15853,43,1,? 110.80,2,1,1,211,Others
15854,-4,12,"? 2,974.65",4,4,4,444,Champions
15855,128,5,? 712.24,2,4,3,243,Loyal Customers
15856,-4,27,"? 16,387.57",4,4,4,444,Champions
15857,10,1,? 297.00,3,1,1,311,Potential Loyalist
15858,7,5,"? 1,438.85",4,4,3,443,Champions
15860,32,8,? 977.21,3,4,3,343,Loyal Customers
15861,4,8,"? 3,165.36",4,4,4,444,Champions
15862,0,4,? 832.88,4,3,3,433,Loyal Customers
15863,17,2,? 68.84,3,2,1,321,Potential Loyalist
15864,14,6,"? 1,936.32",3,4,4,344,Loyal Customers
15865,32,3,? 895.13,3,3,3,333,Loyal Customers
15866,93,1,? 230.53,2,1,1,211,Others
15867,-3,15,"? 3,812.64",4,4,4,444,Champions
15869,269,2,? 149.64,1,2,1,121,Others
15870,24,1,? 354.09,3,1,2,312,Potential Loyalist
15872,6,2,? 360.93,4,2,2,422,Potential Loyalist
15874,55,7,"? 4,405.88",2,4,4,244,Loyal Customers
15877,-7,2,? 493.28,4,2,2,422,Potential Loyalist
15880,361,1,? 343.28,1,1,2,112,Lost Customers
15881,304,5,? 501.39,1,4,2,142,Others
15882,190,4,? 516.36,1,3,2,132,Others
15883,-6,2,? 396.48,4,2,2,422,Potential Loyalist
15885,84,3,? 379.35,2,3,2,232,Others
15886,52,1,? 181.09,2,1,1,211,Others
15888,72,1,? 168.31,2,1,1,211,Others
15889,148,2,? 446.87,1,2,2,122,Others
15891,218,1,? 524.52,1,1,2,112,Lost Customers
15894,245,2,? 263.55,1,2,1,121,Others
15895,141,1,? 179.17,1,1,1,111,Lost Customers
15897,186,2,? 222.05,1,2,1,121,Others
15898,-7,5,"? 1,388.88",4,4,3,443,Champions
15899,360,1,? 56.25,1,1,1,111,Lost Customers
15900,15,1,? 351.11,3,1,2,312,Potential Loyalist
15901,8,3,? 363.88,4,3,2,432,Others
15903,1,7,"? 5,126.76",4,4,4,444,Champions
15904,0,1,? 164.68,4,1,1,411,Potential Loyalist
15906,11,7,"? 1,567.69",3,4,3,343,Loyal Customers
15907,-5,3,? 967.45,4,3,3,433,Loyal Customers
15909,165,1,? 191.94,1,1,1,111,Lost Customers
15910,-8,8,"? 1,232.18",4,4,3,443,Champions
15912,170,2,? 264.62,1,2,1,121,Others
15916,8,8,"? 1,528.09",4,4,3,443,Champions
